,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,daily,daily_lower,daily_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
129,2024-01-12,611671.3238771978,76222.48864965656,87121.16700860877,298077.8965905585,934713.1092958101,-530347.0703629844,-852700.7538632813,-215818.63415110466,-514018.0883717247,-838354.5803215127,-199004.81568275546,3865.130429587707,3307.400109950704,4399.1793748610635,-20194.11242084744,-22637.364431201822,-17918.159951081754,0.0,0.0,0.0,81324.25351421337
130,2024-01-13,611584.3608662538,79938.63459804119,91089.56568437435,298039.17229968787,934616.5841665971,-525142.5547869109,-846729.9087979905,-210788.5746634324,-514018.08837693045,-838354.5803249822,-199004.81569601054,7124.262628634827,6401.616924531107,7893.188178709852,-18248.729038615256,-20770.757701809238,-15935.88029063641,0.0,0.0,0.0,86441.80607934296
131,2024-01-14,611497.3978553098,63748.28385090433,74054.30923257046,298000.4480088171,934520.0590373842,-542393.8460381696,-863506.697880042,-229604.0781201187,-514018.08838213613,-838354.5803284517,-199004.81570926582,-12104.955609805811,-12898.652081106444,-11291.247827461131,-16270.802046227607,-18740.002531811842,-13863.148160245175,0.0,0.0,0.0,69103.5518171402
132,2024-01-15,611410.4348443658,63506.0164491319,74664.99087424151,297961.72371794644,934423.5339081713,-543109.8327852421,-864949.4486117894,-229086.1197372073,-514018.088383793,-838354.5803249816,-199004.81570603728,-14787.103762430213,-15472.98499703227,-13974.636400424242,-14304.640639018882,-16678.53030550271,-12019.304038350632,0.0,0.0,0.0,68300.60205912369
133,2024-01-16,611323.4718334218,80964.23939431884,91919.8011465906,297922.99942707573,934327.0087789583,-526144.8225451784,-846876.5708670716,-212983.69040980717,-514018.0883653975,-838354.580320392,-199004.81567168565,266.2305424200461,-417.913484123236,866.0564715644025,-12392.964722200906,-14737.352077431686,-9897.307608671277,0.0,0.0,0.0,85178.6492882435
134,2024-01-17,611236.5088224777,86546.04807628374,98061.99871211614,297884.275136205,934230.4836497455,-518824.62954022683,-839902.3053627601,-205187.68048188713,-514018.0883706031,-838354.5803238616,-199004.8156849408,5769.321224334954,5060.470905733302,6468.614036741664,-10575.862393958616,-13019.455448070255,-8167.987673831645,0.0,0.0,0.0,92411.87928225083
135,2024-01-18,611149.5458115337,91640.37256711454,103555.76029111136,297845.5508453343,934133.9585205326,-513040.8027563701,-834318.1390495268,-199946.15825475001,-514018.0883758089,-838354.5803273311,-199004.8156981961,9867.114547247305,9210.16356059927,10416.297566999574,-8889.828927808547,-11289.63596962342,-6486.4561720254815,0.0,0.0,0.0,98108.74305516359
136,2024-01-19,611062.5828005897,88102.19722437866,99490.85012736834,297806.8265544636,934037.4333913197,-517519.8697309661,-839460.4025916241,-203688.2930377925,-514018.0883774658,-838354.580323861,-199004.81569496752,3865.1304295861046,3307.400109945406,4399.179374855346,-7366.911783086461,-9670.873934657975,-4959.46193530937,0.0,0.0,0.0,93542.71306962363
137,2024-01-20,610975.6197896457,91060.47816149116,102576.2528738264,297768.1022635929,933940.9082621067,-512927.80887088645,-834489.4460581702,-198369.1227225553,-514018.08835907024,-838354.5803192715,-199004.81566061586,7124.262628623965,6401.61692452176,7893.188178698938,-6033.983140440264,-8506.501976561607,-3628.7990899949345,0.0,0.0,0.0,98047.8109187592
138,2024-01-21,610888.6567787016,73439.67623076936,86561.11154749159,297729.37797272217,933844.3831328937,-531035.2018332948,-852302.9418242078,-218107.20710487233,-514018.08836427587,-838354.5803227411,-199004.81567387105,-12104.955609789029,-12898.652081091484,-11291.247827449542,-4912.157859229898,-7322.149063139207,-2524.1090750105986,0.0,0.0,0.0,79853.45494540676
139,2024-01-22,610801.1416773797,73248.64341911052,84005.48452074546,297686.8981478582,933764.9695958296,-532821.5628150809,-854191.9555458013,-219428.12497225823,-514018.0883659328,-838354.580319271,-199004.8156706426,-14787.103762430952,-15472.98499703284,-13974.636400424235,-4016.370686717229,-6344.304701989799,-1693.7074965805211,0.0,0.0,0.0,77979.57886229886
140,2024-01-23,610713.6265760579,88941.47996200212,99399.38011916733,297644.4183229944,933685.5560587654,-517106.9799592606,-838362.4534581921,-203907.59659894198,-514018.0883711385,-838354.5803227404,-199004.8156838978,266.2305424134207,-417.9134841280307,866.0564715557002,-3355.1221305355552,-5758.171017262905,-1000.3300092525421,0.0,0.0,0.0,93606.64661679725
141,2024-01-24,610626.1114747361,92921.28742851678,105502.69735162366,297601.9384981304,933606.1425217013,-511179.1649112314,-831559.1121769492,-197557.61864595255,-514018.08837634424,-838354.58032621,-199004.81569715304,5769.321224325482,5060.470905726983,6468.614036730625,-2930.3977592126325,-5355.742556064328,-585.6792558252166,0.0,0.0,0.0,99446.94656350475
142,2024-01-25,610538.5963734144,97988.95217621438,109983.46142057708,297559.45867326646,933526.7289846372,-506888.73478532414,-829246.718331405,-193863.02851925112,-514018.0883815498,-838354.5803296795,-199004.81571040815,9867.114547240153,9210.163560591074,10416.297566994897,-2737.760951014453,-5109.7308170300585,-402.67218490052244,0.0,0.0,0.0,103649.86158809025
143,2024-01-26,610451.0812720924,92071.49514639322,103516.31733918661,297516.97884840256,933447.315447573,-512919.57235461683,-836099.297314357,-199210.8863482335,-514018.08838320675,-838354.5803262095,-199004.81570717978,3865.130429588435,3307.400109950758,4399.179374858879,-2766.6144009985246,-5242.295387621888,-361.2026445085579,0.0,0.0,0.0,97531.50891747558
144,2024-01-27,610363.5661707707,94478.63419835479,105571.49747487501,297474.49902353866,933367.9019105089,-509894.44688657386,-832367.723792266,-195513.52871373243,-514018.08836481115,-838354.58032162,-199004.81567282803,7124.262628613102,6401.616924512413,7893.188178688024,-3000.6211503757922,-5499.315273944336,-425.82447486185885,0.0,0.0,0.0,100469.11928419681
145,2024-01-28,610276.0510694489,76018.03108808667,87165.01762359768,297432.0191986747,933288.4883734446,-529541.3156265814,-852256.039365817,-216847.32592851316,-514018.08837001683,-838354.5803250895,-199004.81568608322,-12104.955609816685,-12898.652081115628,-11291.24782747581,-3418.2716467478535,-5979.790250684142,-833.1586888021129,0.0,0.0,0.0,80734.7354428675
146,2024-01-29,610188.5359681271,72665.17280427951,83214.30785600291,297389.5393738108,933209.0748363805,-532798.7716289826,-855552.9854866149,-219697.25646997706,-514018.0883716737,-838354.5803216194,-199004.81568285485,-14787.10376245962,-15472.984997064477,-13974.636400453286,-3993.5794948492307,-6567.160449952538,-1495.6101610274018,0.0,0.0,0.0,77389.76433914446
147,2024-01-30,610101.0208668053,85655.5995266198,98276.99396549533,297347.05954894685,933129.6612993163,-518448.7430544708,-841206.896046988,-205601.05181326158,-514018.0883768795,-838354.5803250889,-199004.8156961099,266.23054240679477,-417.9134841328264,866.0564715469983,-4696.885219998163,-7313.276558673881,-2253.622411527049,0.0,0.0,0.0,91652.27781233453
148,2024-01-31,610013.5057654835,89571.69792035507,103104.6896714172,297304.57972408296,933050.2477622521,-513744.5117643144,-835599.2089043465,-200536.27195776615,-514018.0883584839,-838354.5803204995,-199004.8156617583,5769.321224322767,5060.470905722781,6468.614036730142,-5495.744630153253,-8179.114171954239,-2987.2068555364303,0.0,0.0,0.0,96268.9940011691
149,2024-02-01,609925.9906641616,94594.27172849161,105151.4765965631,297262.099899219,932970.834225188,-510506.8501126643,-834276.962601933,-197957.70447707464,-514018.08836014074,-838354.5803170294,-199004.8156585298,9867.114547263078,9210.16356061653,10416.297567009558,-6355.876299786584,-8948.996867000353,-3815.4916576733303,0.0,0.0,0.0,99419.14055149734
150,2024-02-02,609838.4755628399,86931.38926608887,97821.86189451092,297219.6200743551,932891.4206881239,-517395.0992984479,-841892.5186617693,-204227.45346056664,-514018.0883653465,-838354.5803204989,-199004.81567178504,3865.1304295907635,3307.40010995611,4399.179374862408,-7242.141362692192,-9804.578754826007,-4710.269504457361,0.0,0.0,0.0,92443.37626439199
151,2024-02-03,609748.8458238466,88150.49469711824,100699.01857932517,297182.18557555374,932782.5563758712,-515013.3539653361,-838681.6376613998,-201238.55656049415,-514018.08837055217,-838354.5803239684,-199004.8156850402,7124.262628616752,6401.616924511527,7893.188178694722,-8119.528223400631,-10519.173918811974,-5636.9780706379615,0.0,0.0,0.0,94735.49185851053
152,2024-02-04,609659.2160848532,68593.33268865815,80223.22511394593,297144.7510767524,932673.6920636183,-535077.1589747122,-858840.0714121282,-223054.1455631784,-514018.0883757579,-838354.580327438,-199004.81569829537,-12104.955609764318,-12898.652081070422,-11291.247827418996,-8954.114989190166,-11352.542626843273,-6506.773099664236,0.0,0.0,0.0,74582.05711014092
153,2024-02-05,609569.5863458599,65254.94754222177,77074.62945423376,297107.316577951,932564.8277513656,-538519.1755148479,-862155.1815094904,-226152.2578323828,-514018.08837741474,-838354.5803239678,-199004.8156950669,-14787.10376243483,-15472.984997037765,-13974.636400430132,-9713.98337499832,-12138.605628275533,-7432.110566239453,0.0,0.0,0.0,71050.41083101206
154,2024-02-06,609479.9566068667,79327.78922121643,91103.4417629067,297069.8820791496,932455.9634391128,-524121.9173499323,-847580.7291070158,-212070.0457161627,-514018.0883826204,-838354.5803274374,-199004.8157083221,266.2305424239445,-417.9134841159711,866.0564715661465,-10370.059509735805,-12765.91903148168,-8067.566152577898,0.0,0.0,0.0,85358.03925693437
155,2024-02-07,609390.3268678733,82497.52280163979,95418.820197825,297032.44758034823,932347.09912686,-519145.62656132696,-841510.1008381451,-206790.74505141767,-514018.0883642248,-838354.5803228478,-199004.81567397038,5769.321224320053,5060.470905718579,6468.614036729661,-10896.859421422118,-13215.189506829485,-8591.851306511626,0.0,0.0,0.0,90244.70030654635
156,2024-02-08,609300.69712888,88276.29658500588,98737.62841570709,296995.0130815469,932238.2348146072,-515424.09374730574,-839508.3475333096,-203780.80050034355,-514018.08836588165,-838354.5803193778,-199004.81567074198,9867.114547255927,9210.163560608331,10416.297567004882,-11273.11992868,-13670.962870097334,-8960.690774138215,0.0,0.0,0.0,93876.60338157421
157,2024-02-09,609211.0673898867,81796.17345043572,93443.51726139992,296957.5785827455,932129.3705023545,-521635.2570705768,-846251.2912795943,-209419.52359103435,-514018.0883710875,-838354.5803228472,-199004.81568399718,3865.130429585194,3307.400109945339,4399.1793748580885,-11482.299129074461,-13800.37675268678,-9208.624253348338,0.0,0.0,0.0,87575.81031930994
158,2024-02-10,609121.4376508933,85302.02885455341,97625.07580013709,296883.41548261343,932020.5061901016,-518406.76029583614,-842002.8483552434,-205622.13540657773,-514018.0883762932,-838354.5803263169,-199004.81569725234,7124.262628620403,6401.616924510641,7893.188178701419,-11512.934548163375,-13910.757899420492,-9316.43413092144,0.0,0.0,0.0,90714.67735505721
159,2024-02-11,609031.8079119,65470.98268352057,77119.7345601996,296763.7740760221,931911.6418778489,-537481.8951516559,-860990.7532430637,-226478.2268867451,-514018.0883578976,-838354.5803217272,-199004.81566290063,-12104.955609769757,-12898.652081075012,-11291.247827426334,-11358.85118398852,-13768.255439389168,-9118.494085465263,0.0,0.0,0.0,71549.9127602441
160,2024-02-12,608942.1781729067,62837.18145995191,74633.48493399195,296644.1326694307,931802.7775655959,-539824.4081505206,-863037.2199550143,-228495.76492127642,-514018.0883595544,-838354.5803182572,-199004.81565967225,-14787.103762461096,-15472.984997065612,-13974.636400453268,-11019.216028505063,-13433.409793767187,-8807.34074929601,0.0,0.0,0.0,69117.7700223861
161,2024-02-13,608852.5484339134,79743.7147439702,90135.17267477736,296524.4912628393,931693.9132533431,-524250.2978678139,-847132.7131281991,-213244.41487332917,-514018.08836476016,-838354.5803217269,-199004.81567292745,266.2305424410939,-417.9134840991169,866.056471585294,-10498.440045494855,-12921.471516380378,-8322.545452989525,0.0,0.0,0.0,84602.25056609948
162,2024-02-14,608761.9665123832,84145.57674598887,96200.54799986105,296420.6031371368,931577.196502858,-518054.7000530525,-839708.1236288443,-206741.5661782015,-514018.08836996596,-838354.5803251963,-199004.8156861826,5769.321224334654,5060.4709057345235,6468.614036739715,-9805.932907421373,-12151.69760898486,-7660.690578294592,0.0,0.0,0.0,90707.26645933068
163,2024-02-15,608671.3845908529,87624.36353741681,101153.55416739675,296316.7150114344,931460.4797523727,-513106.6937434709,-836365.7546135499,-202488.4855966282,-514018.0883716228,-838354.5803217263,-199004.81568295407,9867.114547256202,9210.1635606093,10416.297567005324,-8955.719919104313,-11362.156345037192,-6772.438567940383,0.0,0.0,0.0,95564.69084738201
164,2024-02-16,608580.8026693227,84566.69472040549,96814.56061706242,296212.8268857319,931343.7630018875,-518118.89231456886,-841817.4035568495,-206337.45794373157,-514018.08837682835,-838354.5803251957,-199004.81569620932,3865.1304295835916,3307.4001099400402,4399.1793748523705,-7965.9343673239755,-10362.212991933173,-5712.106980504875,0.0,0.0,0.0,90461.91035475384
165,2024-02-17,608490.2207477924,88302.42297682096,99871.00074740747,296108.93876002944,931227.0462514024,-513752.0276799208,-836360.7155525158,-201921.5968941313,-514018.0883820341,-838354.5803286653,-199004.8157094645,7124.262628609541,6401.616924501295,7893.188178690506,-6858.2019264961455,-9217.339959572075,-4578.645979570005,0.0,0.0,0.0,94738.19306787162
166,2024-02-18,608399.6388262621,71016.20106909412,82580.05745712068,296005.050634327,931110.3295009171,-531779.980620487,-854254.0197590339,-221096.3559231977,-514018.08838369104,-838354.5803251952,-199004.8157062361,-12104.955609775196,-12898.652081079606,-11291.247827433675,-5656.936627020789,-7965.194597681667,-3302.174149956186,0.0,0.0,0.0,76619.65820577508
167,2024-02-19,608309.0569047318,68618.34144810963,80068.9845386052,295901.1625086245,930993.6127504319,-533193.7623053791,-855346.2087411347,-220905.6065600521,-514018.08836529544,-838354.5803206057,-199004.81567188434,-14787.10376243631,-15472.984997038899,-13974.636400430118,-4388.570177647329,-6634.232620445201,-2090.6759673745883,0.0,0.0,0.0,75115.29459935264
168,2024-02-20,608218.4749832016,85410.17300439483,97770.46872913196,295797.2743829221,930876.8959999466,-516832.5958925764,-838649.8533647971,-205682.76846139133,-514018.0883705012,-838354.5803240752,-199004.8156851396,266.2305423936014,-417.91348414794413,866.0564715339026,-3080.738064468735,-5348.21423242546,-838.5133790373222,0.0,0.0,0.0,91385.87909062521
169,2024-02-21,608127.8930616714,91607.57090089779,103761.12450752773,295693.3862572196,930760.1792494615,-510010.2139380922,-830613.2840535807,-198068.96675041536,-514018.08837570687,-838354.5803275447,-199004.81569839476,5769.321224349257,5060.47090575047,6468.614036749773,-1761.446786734584,-4073.6918326480286,444.8056862731844,0.0,0.0,0.0,98117.67912357923
170,2024-02-22,608037.3111401411,97656.77589161856,108783.3857582097,295589.49813151715,930643.4624989763,-504609.2206419311,-826849.1201653525,-192444.34170873175,-514018.0883773637,-838354.5803240746,-199004.81569516633,9867.114547249052,9210.163560601104,10416.297567000645,-458.24681181637277,-2674.890070993118,1821.865356863336,0.0,0.0,0.0,103428.09049820999
171,2024-02-23,607946.7292186109,93770.47595602238,105177.06402077014,295485.6100058147,930526.745748491,-509350.39326819975,-832076.3490274257,-195619.1470764053,-514018.0883589682,-838354.5803194852,-199004.81566081458,3865.130429589853,3307.4001099560433,4399.179374865151,802.5646611785967,-1368.5844241762145,3170.42417151808,0.0,0.0,0.0,98596.33595041116
172,2024-02-24,607856.1472970805,96020.88255569681,107109.53361444635,295381.7218801122,930410.0289980058,-504897.13750823,-827033.01821851,-191899.8875991297,-514018.0883641739,-838354.5803229546,-199004.81567406986,7124.262628598679,6401.6169244919465,7893.188178679592,1996.6882273451752,-116.44986590882235,4412.440421984615,0.0,0.0,0.0,102959.0097888505
173,2024-02-25,607765.5653755502,79881.35674474563,91051.37192148337,295277.83375440974,930293.3122475207,-523020.55094429234,-844650.4692371504,-210738.8579594326,-514018.0883658308,-838354.5803194846,-199004.81567084132,-12104.955609722829,-12898.652081034395,-11291.247827376861,3102.49303126119,968.9945904057703,5520.8764513308,0.0,0.0,0.0,84745.01443125785
174,2024-02-26,607675.6275118671,78052.90941345421,87656.73709062874,295178.9800798096,930139.8487055174,-524703.5970057386,-847392.6143586981,-211020.36976872146,-514018.08837103646,-838354.5803229541,-199004.81568409657,-14787.103762437053,-15472.98499703947,-13974.636400430112,4101.59512773483,1920.001878603261,6495.772144110593,0.0,0.0,0.0,82972.03050612845
175,2024-02-27,607585.6896481839,93930.8878862052,105465.81732002462,295080.1264052095,929986.3851635138,-508772.53005474,-830502.6946802859,-196440.9018642838,-514018.0883762422,-838354.5803264237,-199004.81569735167,266.23054238697506,-417.9134841527404,866.0564715251999,4979.327779115172,2666.886503647642,7364.232893259534,0.0,0.0,0.0,98813.15959344385
176,2024-02-28,607495.7517845005,97603.0961492301,110971.28280446178,294981.2727306094,929832.9216215105,-502523.67575040343,-824748.838120499,-189618.30010930265,-514018.088377899,-838354.5803229536,-199004.81569412327,5769.321224322466,5060.470905724003,6468.614036728196,5725.091403173162,3407.3755180684707,8136.489872036149,0.0,0.0,0.0,104972.07603409712
177,2024-02-29,607405.8139208175,105049.96409541834,116161.80741727658,294882.41905600927,929679.4580795071,-497818.39924223325,-819543.7331317104,-184905.77988878312,-514018.0883831047,-838354.580326423,-199004.81570737844,9867.114547249324,9210.163560602074,10416.29756700109,6332.574593622113,3910.8235161006796,8757.89091824921,0.0,0.0,0.0,109587.4146785842
178,2024-03-01,607315.8760571342,97958.51750987965,109924.39355760987,294783.56538140913,929525.9945375037,-503353.116377454,-825807.320834961,-189083.88894531303,-514018.0883647092,-838354.5803218336,-199004.8156730268,3865.1304295882505,3307.4001099507445,4399.179374859433,6799.841557666885,4403.069171226919,9203.534087634107,0.0,0.0,0.0,103962.75967968022
179,2024-03-02,607225.938193451,101665.80823699001,113063.73483999266,294684.71170680906,929372.5309955003,-499764.54040682473,-822928.3112263208,-186427.5770116542,-514018.0883699149,-838354.5803253031,-199004.81568628203,7124.262628629445,6401.6169245234705,7893.188178706705,7129.285334460661,4675.028564826642,9505.109457447123,0.0,0.0,0.0,107461.3977866263
180,2024-03-03,607136.0003297678,82975.26044088327,95231.82761030989,294585.8580322089,929219.0674534969,-518795.59382499784,-840994.3160693074,-206356.7055863245,-514018.0883715718,-838354.580321833,-199004.81568305354,-12104.955609728266,-12898.652081038988,-11291.2478273842,7327.450156302151,4801.163012483081,9680.89927576861,0.0,0.0,0.0,88340.40650476998
181,2024-03-04,607046.0624660846,79492.533184298,89452.94340268924,294487.00435760885,929065.6039114934,-521400.46196561854,-844686.829640609,-207723.25578266222,-514018.0883767775,-838354.5803253026,-199004.81569630865,-14787.103762412267,-15472.984997012762,-13974.63640040696,7404.730173571176,4981.671268767175,9740.523000570296,0.0,0.0,0.0,85645.60050046607
182,2024-03-05,606956.1246024014,94073.47768924454,105783.03156694771,294388.1506830087,928912.14036949,-506376.9024438369,-828493.3230598497,-194192.44027292397,-514018.0883583819,-838354.580320713,-199004.81566195696,266.23054242790005,-417.9134841142356,866.0564715721978,7374.955372117121,5075.202377819332,9851.27949912868,0.0,0.0,0.0,100579.22215856449
183,2024-03-06,606866.1867387182,100517.04446698345,111274.66746299522,294289.2970084086,928758.6768274868,-500993.8883718093,-823402.9190283144,-188352.81764511924,-514018.0883600388,-838354.580317243,-199004.8156587286,5769.321224302437,5060.470905699657,6468.614036717176,7254.878763926953,4889.760517478305,9883.630114231357,0.0,0.0,0.0,105872.29836690886
184,2024-03-07,606776.2488750351,104846.57237151664,115489.96014130127,294190.44333380857,928605.2132854834,-497087.3920827956,-818825.3891572539,-184531.1351698321,-514018.08836524445,-838354.5803207124,-199004.8156719837,9867.114547257393,9210.163560609197,10416.297567005513,7063.581735191438,4573.724046081425,9722.872649971836,0.0,0.0,0.0,109688.85679223947
185,2024-03-08,606686.6254875398,98317.11375664559,110209.0547247572,294085.30097646243,928513.9182805659,-503331.1412299444,-825700.8963750311,-189485.03460041166,-514018.08837045013,-838354.580324182,-199004.8156852389,3865.1304295905798,3307.4001099560965,4399.179374862963,6821.8167109151755,4457.563974469151,9466.13953396495,0.0,0.0,0.0,103355.48425759538
186,2024-03-09,606597.0021000446,101237.05208978156,112446.5272236613,293980.1586191163,928422.6232756485,-500342.5177682101,-823172.0748358918,-187470.7455868884,-514018.08837565593,-838354.5803276516,-199004.81569849415,7124.262628633096,6401.616924522585,7893.1881787134025,6551.30797881272,4141.186206069451,9092.166619632144,0.0,0.0,0.0,106254.48433183454
187,2024-03-10,606507.3787125493,81060.20723745719,93932.30311208844,293875.0162617702,928331.3282707309,-519849.0114251254,-841580.009811894,-207894.0839088165,-514018.0883773127,-838354.5803241816,-199004.81569526572,-12104.955609755923,-12898.652081063132,-11291.247827410469,6274.032561943219,3835.026800518975,8832.665831603246,0.0,0.0,0.0,86658.36728742393
188,2024-03-11,606417.7553250542,77069.89126477344,89373.75229653563,293769.87390442414,928240.0332658134,-522793.688731909,-845501.5870357566,-209597.99852087678,-514018.0883825185,-838354.580327651,-199004.81570852088,-14787.103762413006,-15472.98499701333,-13974.636400406955,6011.5034130224685,3467.109734165912,8577.653204909606,0.0,0.0,0.0,83624.0665931452
189,2024-03-12,606328.1319375589,93657.91985514399,103820.81706974481,293664.731547078,928148.7382608958,-507967.78090471745,-829418.6604218959,-196243.86576403817,-514018.0883641229,-838354.5803230614,-199004.81567416913,266.23054242127415,-417.91348411903095,866.0564715634955,5784.076916984206,3280.309218286816,8350.584214300137,0.0,0.0,0.0,98360.35103284143
190,2024-03-13,606238.5085500636,97234.12745814846,108783.90650686494,293559.589189732,928057.4432559783,-502638.46139600524,-824318.8029947291,-190421.62515187787,-514018.0883657797,-838354.5803195913,-199004.81567094068,5769.3212243170365,5060.4709057156015,6468.614036727231,5610.305745457472,2972.3988848173617,8224.816179892943,0.0,0.0,0.0,103600.04715405835
191,2024-03-14,606148.8851625683,101839.70555762852,113811.2132820917,293454.44683238585,927966.1482510607,-498644.617283698,-820791.9513990137,-186464.48398633348,-514018.08837098547,-838354.580323061,-199004.81568419584,9867.114547257668,9210.163560610163,10416.297567005955,5506.356540029735,2900.588922209825,8032.091361378153,0.0,0.0,0.0,107504.2678788703
192,2024-03-15,606059.261775073,95049.97208951403,107107.33876153085,293349.3044750397,927874.8532461432,-504667.44818528305,-827503.7989008883,-191141.33138822968,-514018.08837619115,-838354.5803265304,-199004.81569745112,3865.1304295889763,3307.4001099507973,4399.179374857244,5485.509761319102,2818.3662700686546,7998.724335293,0.0,0.0,0.0,101391.81358978996
193,2024-03-16,605969.6383875778,98691.41400661328,110316.04357302401,293244.1621176937,927783.5582412258,-501336.069353708,-823384.3746279959,-188723.99681021436,-514018.088377848,-838354.5803230604,-199004.81569422258,7124.26262860772,6401.616924504777,7893.188178684878,5557.756395532293,2925.644426720232,8070.428622738238,0.0,0.0,0.0,104633.56903386983
194,2024-03-17,605880.0150000826,79500.41447393937,91290.704636062,293139.01976034755,927760.9197235088,-520393.5408272789,-842527.7492266184,-208637.68499892144,-514018.0883594525,-838354.5803184708,-199004.81565987092,-12104.95560973914,-12898.652081048172,-11291.247827398885,5729.50314191273,3184.187878123459,8304.565157151535,0.0,0.0,0.0,85486.47417280363
195,2024-03-18,605790.3916125874,77584.63117053855,88711.95067531103,293033.8774030014,927769.1639541263,-522801.7978201445,-844880.9018838455,-209747.84975806426,-514018.0883646582,-838354.5803219404,-199004.8156731261,-14787.103762441671,-15472.984997044969,-13974.636400436,6003.394306955376,3620.2780285831163,8575.01910665488,0.0,0.0,0.0,82988.59379244287
196,2024-03-19,605700.7682250922,92019.6707894268,105522.32457347217,292928.73504565534,927777.4081847436,-507373.602818559,-829383.441392095,-195740.72633766974,-514018.0883698639,-838354.5803254098,-199004.8156863813,266.23054243842387,-417.9134841021767,866.0564715826441,6378.255008866447,4084.83458972444,8941.555380586178,0.0,0.0,0.0,98327.16540653323
197,2024-03-20,605612.41926189,98519.381383033,110232.13225756891,292817.3097606727,927784.3008204459,-501399.6105896318,-822482.5275651598,-189232.64099389556,-514018.08837152075,-838354.5803219399,-199004.81568315293,5769.321224331638,5060.470905731545,6468.614036737288,6849.156557557313,4509.230151590349,9469.7250659773,0.0,0.0,0.0,104212.80867225822
198,2024-03-21,605524.0702986878,102941.05143009452,114791.90232560577,292705.88447569,927791.193456148,-496743.3726949284,-819693.883980291,-184583.85110558828,-514018.0883767265,-838354.5803254093,-199004.8156964081,9867.114547250518,9210.163560601966,10416.297567001278,7407.601134547596,5113.535451388371,9913.120819759237,0.0,0.0,0.0,108780.69760375941
199,2024-03-22,605435.7213354856,97162.27819437956,108947.76698784562,292594.4591907074,927798.0860918502,-502111.1386869654,-825793.8165822746,-188590.08240242215,-514018.0883819322,-838354.580328879,-199004.8157096632,3865.130429591307,3307.4001099561506,4399.179374860776,8041.819265375426,5833.100178093587,10534.756273999192,0.0,0.0,0.0,103324.58264852018
200,2024-03-23,605347.3723722834,102459.1592009691,112639.38341636561,292483.0339057247,927804.9787275523,-498156.655591833,-821042.2272371433,-185548.9259596281,-514018.088383589,-838354.580325409,-199004.81570643483,7124.262628652999,6401.61692454476,7893.188178729602,8737.170163102974,6462.82977396767,11150.722833289585,0.0,0.0,0.0,107190.71678045037
201,2024-03-24,605259.0234090812,83722.55541954555,95007.27100665285,292371.60862074204,927811.8713632545,-516646.4120487824,-839684.5780455279,-204909.4528949002,-514018.0883651935,-838354.5803208193,-199004.81567208312,-12104.955609766797,-12898.652081072314,-11291.24782742515,9476.631926177848,7235.753410635864,11884.965206567877,0.0,0.0,0.0,88612.61136029876
202,2024-03-25,605170.6744458791,81048.93028685369,92112.700508684,292260.18333575944,927818.7639989565,-518563.82624364155,-841556.7072859795,-205558.33398705017,-514018.0883703992,-838354.5803242889,-199004.81568533828,-14787.10376244241,-15472.984997045533,-13974.636400435991,10241.365889200064,8068.225465656804,12722.35058928695,0.0,0.0,0.0,86606.84820223751
203,2024-03-26,605082.3254826767,97292.8177876914,107946.99875043741,292148.7580507767,927825.6566346587,-502740.5206039836,-825658.2335042886,-191199.70669622405,-514018.08837560494,-838354.5803277583,-199004.81569859345,266.230542431798,-417.9134841069714,866.0564715739414,11011.3372291895,8813.732352176874,13451.567872264577,0.0,0.0,0.0,102341.80487869313
204,2024-03-27,604993.9765194745,101789.70648219516,114336.61692215569,292037.33276579407,927832.549270361,-496482.7948660651,-818424.4882299898,-184463.9279456302,-514018.08837726177,-838354.5803242883,-199004.81569536502,5769.321224328924,5060.470905727343,6468.614036736804,11765.972286867798,9532.693708227658,14167.87672458562,0.0,0.0,0.0,108511.18165340944
205,2024-03-28,604905.6275562724,107498.54425516314,118586.83680350978,291925.90748081147,927839.441906063,-491666.14179238974,-815457.3896556745,-179720.98240995934,-514018.08835886617,-838354.5803196987,-199004.81566101336,9867.114547258225,9210.163560612105,10416.29756700684,12484.832019218256,10273.892608804541,14935.974287218402,0.0,0.0,0.0,113239.4857638827
206,2024-03-29,604817.2785930701,102427.6634612647,113251.51839519275,291814.48219582875,927846.3345417653,-497004.67734969873,-821463.5456630958,-183771.72566810407,-514018.08836407185,-838354.5803231683,-199004.81567426852,3865.1304295857367,3307.400109945379,4399.179374856457,13148.280584787432,10912.017896463061,15485.28492325548,0.0,0.0,0.0,107812.60124337138
207,2024-03-30,604728.9296298679,104881.59655327651,117094.6744696607,291703.05691084615,927853.2271774674,-493155.6974498977,-816730.7611540671,-180914.13243737957,-514018.08836572873,-838354.5803196982,-199004.81567104007,7124.2626286276245,6401.616924526951,7893.188178701077,13738.128287203417,11457.106842780104,15897.295469146213,0.0,0.0,0.0,111573.23217997019
