,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
16,2023-09-21,97730.00798025898,91814.89072739736,105619.44610253704,93949.00065280721,99499.01459534126,2848.28797709863,206.01600307842307,7549.211230542427,9947.752745941121,8585.419792801902,10830.477925201607,-7099.46476884249,-10323.471400298453,-2829.9465593591594,0.0,0.0,0.0,100578.29595735761
17,2023-09-22,97714.702504006,90043.9312237685,104713.86370501497,93953.79102137202,99461.94785101913,-2807.375799456592,-6484.039753193339,2048.513412461294,4036.5558993088953,3297.5433512463005,5197.707736172261,-6843.9316987654865,-10170.670036805677,-2330.0606028751213,0.0,0.0,0.0,94907.3267045494
18,2023-09-23,97699.39702775302,92853.10855394209,104290.81271238171,93958.58138993685,99424.88110669695,72.43394536412424,-4398.767585537368,5069.965821453997,6640.345954517537,6106.988684173944,7173.2909166410245,-6567.912009153413,-10173.502579183905,-1595.170400549069,0.0,0.0,0.0,97771.83097311715
19,2023-09-24,97684.09155150004,71559.18853767682,86303.6948705534,93963.37175850166,99387.81436237479,-19309.171162757633,-23672.36959130694,-14414.058432891507,-13032.285118578413,-13562.490284841215,-11878.784838037911,-6276.886044179222,-10199.223678044067,-918.2183390046648,0.0,0.0,0.0,78374.92038874241
20,2023-09-25,97668.78607524704,73113.97722624644,87481.16358798495,93968.16212706648,99350.74761805263,-20240.294149632835,-25614.73624105096,-15053.261991635129,-14263.566029351525,-14925.124192041443,-13786.64247688423,-5976.728120281307,-10174.755206163227,-310.60230431279774,0.0,0.0,0.0,77428.49192561422
21,2023-09-26,97653.48059899407,84391.735067547,100454.02013841295,93972.95249563131,99313.68087373047,-5393.079410165087,-9941.976051161262,1011.4069190907877,280.34714921369414,-885.8599608100117,1275.7825197135558,-5673.426559378781,-10103.065909421237,195.8479681019445,0.0,0.0,0.0,92260.40118882898
22,2023-09-27,97638.17512274109,92544.95908856223,108965.08972785965,93977.74286419613,99276.6141294083,1018.0483820518614,-5103.671913462837,6891.192762133926,6390.849398964822,5539.49312832205,7650.779315060472,-5372.801016912961,-9987.943171176797,606.383028112052,0.0,0.0,0.0,98656.22350479294
23,2023-09-28,97622.8696464881,96231.34795231614,108516.34204596427,93982.53323276095,99239.54738508616,4867.5245193322025,915.0979346926582,11233.86717347396,9947.752745942042,8585.419792803104,10830.477925205203,-5080.228226609838,-9833.707530211002,939.3039565731391,0.0,0.0,0.0,102490.39416582031
24,2023-09-29,97605.32916449523,91095.92371808013,104098.70277953951,93972.2075911712,99200.24951751756,-763.831087499762,-4223.776761792251,3256.6279649950825,4036.5558993109926,3297.543351244793,5197.707736179958,-4800.386986810754,-9644.922893770814,1095.2978648646904,0.0,0.0,0.0,96841.49807699547
25,2023-09-30,97587.78868250236,92594.52089706194,103421.1972457231,93961.88194958144,99160.95164994898,2103.313418509767,-2681.1964261834796,7788.156554624031,6640.345954495347,6106.988684147231,7173.290916624788,-4537.03253598558,-9426.114574116371,1190.5957259845275,0.0,0.0,0.0,99691.10210101213
26,2023-10-01,97570.24820050948,74303.97584260868,86251.47622180432,93951.55630799169,99121.6537823804,-17325.0945480824,-22148.58992648959,-12026.180528493405,-13032.285118603922,-13562.490284866817,-11878.784838054966,-4292.80942947848,-9181.506764932821,1228.490975532116,0.0,0.0,0.0,80245.15365242708
27,2023-10-02,97552.70771851661,75898.16942803576,91439.625631482,93941.23066640194,99082.3559148118,-18332.676698473653,-24404.732857633633,-13506.422219538792,-14263.566029351481,-14925.124192040848,-13786.642476882615,-4069.1106691221694,-8784.317109137224,1214.000405437098,0.0,0.0,0.0,79220.03102004295
28,2023-10-03,97535.16723652373,89605.94402442293,101759.49603726437,93930.9050248122,99043.05804724322,-3585.6420473004446,-8335.434810339768,2115.577185011443,280.347149206828,-885.8599608100162,1275.782519709926,-3865.989196507274,-8481.026377978857,1153.801097983759,0.0,0.0,0.0,93949.52518922329
29,2023-10-04,97517.62675453087,94405.48969428736,105633.73092989068,93920.57938322244,99003.76017967463,2708.723405707837,-2969.090504547407,9058.050888598782,6390.84939898054,5539.493128334121,7650.779315082248,-3682.125993272703,-8298.013841655607,1204.615878762329,0.0,0.0,0.0,100226.3501602387
30,2023-10-05,97500.08627253798,98772.02335258934,109661.66133486948,93910.25374163268,98964.46231210604,6432.895746654942,2480.3094028790797,11225.0487518158,9947.75274594296,8585.419792804305,10830.477925208797,-3514.8569992880193,-8007.177976387075,1419.1959549163398,0.0,0.0,0.0,103932.98201919293
31,2023-10-06,97482.54579054513,93296.39655393544,105071.51991123953,93899.92810004295,98925.16444453745,676.2969700161226,-2145.7485176175855,5707.441290915558,4036.555899311307,3297.543351249449,5197.707736176546,-3360.2589292951843,-7672.543533783315,1503.485380896122,0.0,0.0,0.0,98158.84276056125
32,2023-10-07,97465.00530855225,97076.35227329796,110558.44750383019,93889.60245845318,98885.86657696887,3427.0540428683234,-377.4849456600373,8345.835466660243,6640.345954496297,6106.98868414987,7173.2909166207755,-3213.2919116279727,-7321.262496427247,1627.78756813648,0.0,0.0,0.0,100892.05935142058
33,2023-10-08,97447.46482655939,74544.07861352546,89474.47009674607,93879.27681686344,98846.56870940028,-16100.27987980308,-20317.489204064303,-10038.030537686422,-13032.285118553878,-13562.49028481811,-11878.784838003863,-3067.9947612492037,-6888.86572867132,1840.7543003174403,0.0,0.0,0.0,81347.1849467563
34,2023-10-09,97429.9243445665,72239.06990161845,84308.26508172449,93868.95117527369,98807.27084183169,-17181.292734497914,-21272.35063598932,-11831.237859596138,-14263.566029382268,-14925.124192072335,-13786.642476911498,-2917.7267051156437,-6586.121749201077,2015.024548788642,0.0,0.0,0.0,80248.6316100686
35,2023-10-10,97412.38386257362,87946.66623923776,103718.7905659333,93858.62553368392,98767.9729742631,-2475.100419701975,-7530.05721351763,3081.9556257535382,280.34714924795617,-885.8599607780676,1275.782519747619,-2755.447568949932,-6337.16832397764,2155.3951469035364,0.0,0.0,0.0,94937.28344287165
36,2023-10-11,97394.63875674282,93851.4265977937,105010.3744692585,93865.79499419086,98724.87091874269,3816.822525172047,356.02185718106267,9498.269457433413,6390.849398958561,5539.493128318253,7650.7793150512825,-2574.026873786514,-5880.89763002291,2267.5275670303154,0.0,0.0,0.0,101211.46128191486
37,2023-10-12,97376.893650912,97028.17611230172,111282.96666651795,93872.9644546978,98681.76886322227,7581.181712502274,2664.307488132752,11429.108534830952,9947.752745933918,8585.419792789298,10830.477925193522,-2366.5710334316427,-5495.633091738726,2357.7265497440367,0.0,0.0,0.0,104958.07536341427
38,2023-10-13,97359.14854508119,93190.770280209,106622.69326918302,93880.1339152047,98638.66680770185,1909.7989631348632,-629.7754494947494,6739.838728261569,4036.5558993069876,3297.543351238488,5197.70773617385,-2126.7569361721244,-5140.93488710772,2432.693302893821,0.0,0.0,0.0,99268.94750821605
39,2023-10-14,97341.40343925037,95719.35538492599,112096.87617907,93887.30337571164,98595.56475218144,4791.186283407156,2800.862112460889,9217.309804287956,6640.345954497246,6106.988684152511,7173.290916616762,-1849.15967109009,-4704.301947126984,2499.26190577022,0.0,0.0,0.0,102132.58972265752
40,2023-10-15,97323.65833341956,78776.20884050141,95105.38064099083,93894.47283621856,98552.46269666104,-14561.847162440166,-17937.480275296235,-9314.656611960749,-13032.285118579388,-13562.490284843712,-11878.784838020918,-1529.5620438607784,-4180.342422197658,2564.128226060171,0.0,0.0,0.0,82761.81117097939
41,2023-10-16,97305.91322758874,73011.98560629073,94276.22553246324,93901.64229672548,98509.3606411406,-15428.799858857918,-18307.79465455046,-11212.68138834511,-14263.566029382224,-14925.124192071737,-13786.642476909883,-1165.233829475697,-3578.7659591882866,2670.073224640841,0.0,0.0,0.0,81877.11336873082
42,2023-10-17,97288.16812175793,89169.96467332699,103034.88385504531,93908.81175723241,98466.2585856202,-474.82227705504675,-4465.5874223220835,5481.794317513737,280.34714924109016,-885.859960778072,1275.7825197439893,-755.1694262961375,-2898.967752399004,2952.972536878813,0.0,0.0,0.0,96813.34584470288
43,2023-10-18,97270.42301592711,99935.43444531946,116198.32724084958,93915.98121773933,98423.15653009979,6090.575708132991,5061.739956248126,11140.5144841092,6390.8493989742765,5539.493128330322,7650.779315073058,-300.2736908412868,-2146.874464702688,3210.6652521257965,0.0,0.0,0.0,103360.9987240601
44,2023-10-19,97252.6779100963,98765.50587266817,115601.89723197334,93923.15067824627,98380.05447457936,10144.265530122604,7004.126979666026,14913.698099146102,9947.752745952224,8585.419792820412,10830.477925219848,196.51278417038029,-1331.1093430265107,3453.553471150606,0.0,0.0,0.0,107396.9434402189
45,2023-10-20,97234.93280426548,100384.48204346784,112665.87505367631,93930.32013875317,98336.95241905894,4766.711775994807,3130.609676776982,9058.896505794904,4036.5558993073028,3297.543351243145,5197.7077361704405,730.1558766875048,-462.9402211225874,3795.4657107463627,0.0,0.0,0.0,102001.64458026028
46,2023-10-21,97217.18769843467,98152.04307157497,113129.05775847103,93937.48959926012,98293.85036353854,7933.888427058395,7352.235475312156,10728.100120696352,6640.345954475056,6106.988684125797,7173.2909166005265,1293.54247258334,443.8619239775403,4432.139016395119,0.0,0.0,0.0,105151.07612549307
47,2023-10-22,97180.7351516669,75367.46968927942,97265.77815813757,93920.8456119482,98223.00213473418,-11154.715233053852,-13372.675269532256,-7726.620223425481,-13032.28511856498,-13562.490284828318,-11878.784838022131,1877.5698855111266,1373.253764546417,5283.07417305409,0.0,0.0,0.0,86026.01991861305
48,2023-10-23,97144.28260489914,77227.95095602513,90518.84283057138,93904.20162463629,98152.15390592984,-11792.255751776856,-13056.665206289905,-8124.519062031717,-14263.566029382177,-14925.12419207114,-13786.64247690827,2471.3102776053206,2307.236750882493,5938.250029764454,0.0,0.0,0.0,85352.02685312228
49,2023-10-24,97107.83005813137,97856.0230481086,109268.91372313297,93887.55763732438,98081.30567712549,3342.5948497217337,2054.8592641428586,7399.222629370874,280.34714919395867,-885.8599608300352,1275.7825196931235,3062.247700527775,3226.254655460747,6556.60173237084,0.0,0.0,0.0,100450.4249078531
50,2023-10-25,97071.3775113636,99045.8564524384,116312.6839075447,93870.91365001246,98047.07654002396,10027.432290520277,6989.126738201196,13506.999694081882,6390.849398989994,5539.493128342391,7650.779315094834,3636.582891530283,3661.132955333949,7161.61745091563,0.0,0.0,0.0,107098.80980188386
51,2023-10-26,97034.92496459583,103808.08799407604,122054.35916770971,93854.26966270055,98016.33814125607,14127.35131435823,11502.300134900019,19305.619957155806,9947.752745943182,8585.419792805405,10830.477925204574,4179.598568415047,4025.8872289566884,8028.434422171213,0.0,0.0,0.0,111162.27627895406
52,2023-10-27,96998.47241782806,99020.12432292479,108348.0064442656,93837.62567538866,97985.59974248816,8712.631647480104,8172.121715019124,13189.358695707911,4036.555899308509,3297.543351244718,5197.7077361725815,4676.075748171597,4372.59446615709,8564.33129561814,0.0,0.0,0.0,105711.10406530816
53,2023-10-28,96962.0198710603,101584.49741512863,116853.33994161247,93820.98168807672,97954.86134372027,11751.095595489018,10437.884135747063,15454.38496180394,6640.345954476004,6106.988684128439,7173.290916596513,5110.74964101301,4453.884888039808,9065.425636708786,0.0,0.0,0.0,108713.11546654932
54,2023-10-29,96925.56732429253,83690.69217466051,96849.35651994596,93804.33770076482,97924.12294495237,-7563.493106758715,-8499.835553835737,-4950.274048713284,-13032.285118590491,-13562.490284853924,-11878.784838039186,5468.792011831776,4403.788727446408,9563.817490234507,0.0,0.0,0.0,89362.07421753381
55,2023-10-30,96889.11477752477,77775.68360270033,96146.64930945942,93787.6937134529,97893.38454618449,-8527.260415724159,-9669.297256509244,-4782.1040124028705,-14263.566029382133,-14925.124192070545,-13786.642476906654,5736.305613657973,4307.939219659984,9846.341695321738,0.0,0.0,0.0,88361.85436180061
56,2023-10-31,96852.66223075699,90084.85946248967,104811.76463313891,93771.04972614099,97862.64614741658,6181.162580006823,4313.350980633714,10123.551180200766,280.34714918709295,-885.859960830039,1275.7825196894944,5900.815430819729,4162.592480233767,9758.334840729647,0.0,0.0,0.0,103033.82481076382
57,2023-11-01,96816.20968398922,103069.43240092907,118821.23231326662,93754.40573882908,97831.9077486487,12342.590458210632,8393.289090464283,15212.259935543832,6390.849398968016,5539.493128326526,7650.779315063867,5951.741059242614,3964.5868672615525,9457.851853305821,0.0,0.0,0.0,109158.80014219985
58,2023-11-02,96779.75713722146,105032.1130024982,119354.65219423058,93737.76175151717,97801.1693498808,15828.587366141179,12589.15350531875,19014.452319465483,9947.752745954067,8585.419792822815,10830.477925227038,5880.834620187112,3711.6108355140623,8883.720909458869,0.0,0.0,0.0,112608.34450336263
59,2023-11-03,96753.24347299797,94692.59290415494,113214.93443320601,93761.95819088478,97762.08683323479,9719.125059316284,7974.944444070013,13102.501087524057,4036.5558993097147,3297.5433512462937,5197.707736174726,5682.569160006569,3402.461526381104,8494.24335231973,0.0,0.0,0.0,106472.36853231426
60,2023-11-04,96726.72980877449,99976.147432309,116252.20073076074,93786.15463025236,97716.29139002119,11994.809479863932,10256.75055019433,14848.292355715303,6640.34595450937,6106.988684164291,7173.290916634488,5354.463525354562,3037.283092576733,7899.13968242317,0.0,0.0,0.0,108721.53928863842
61,2023-11-05,96700.216144551,80297.50667482706,99718.86146610708,93810.35106961994,97654.99735103718,-8134.953919156222,-9779.882781492426,-5638.144299759111,-13032.285118520487,-13562.490284784715,-11878.784837980165,4897.331199364266,2617.774040145573,7490.689169862697,0.0,0.0,0.0,88565.26222539478
62,2023-11-06,96673.70248032751,74883.4875490916,88670.59620334399,93834.54750898754,97593.70331205316,-9948.123525712554,-12400.645391133989,-7505.719378455373,-14263.566029357695,-14925.124192046978,-13786.642476887808,4315.442503645141,2147.353536873959,7198.073960717645,0.0,0.0,0.0,86725.57895461496
63,2023-11-07,96647.18881610404,91884.78125336315,105577.8403555126,93858.74394835513,97532.40927306915,3896.9390132862186,2025.0748247004071,7240.0243885901655,280.3471492042242,-885.859960814067,1275.7825197065263,3616.5918640819946,1605.0134750476523,6772.320862242082,0.0,0.0,0.0,100544.12782939026
64,2023-11-08,96620.67515188055,100580.04754689233,110919.39539752962,93882.94038772272,97471.11523408513,9202.913842600958,5335.885381009937,12704.552573471738,6390.8493989837325,5539.493128338596,7650.779315085643,2812.064443617226,548.4263870915771,6101.6065862685,0.0,0.0,0.0,105823.58899448151
65,2023-11-09,96594.16148765707,102558.28642985948,114397.83942825362,93907.13682709029,97409.8211951011,11864.25203652993,9392.89951839978,15571.910809946228,9947.752745952446,8585.419792821513,10830.477925215622,1916.4992905774848,-542.6543271652231,5222.736990728584,0.0,0.0,0.0,108458.413524187
66,2023-11-10,96567.6478234336,93598.44065051338,105412.26520534187,93931.33326645789,97348.52715611708,4984.205054802356,3499.1689240382316,7802.881546390012,4036.555899310921,3297.5433512478694,5197.707736176869,947.649155491434,-1612.0192352852073,4247.937489951781,0.0,0.0,0.0,101551.85287823595
67,2023-11-11,96541.1341592101,98357.03864399031,109491.97837067311,93955.52970582548,97287.23311713307,6566.38616086386,4724.5379376936335,9960.818005394807,6640.345954510321,6106.988684166931,7173.290916630474,-73.95979364646082,-2727.109688181807,3199.733128567931,0.0,0.0,0.0,103107.52032007395
68,2023-11-12,96514.62049498661,73457.31403810246,89280.27853234149,93979.72614519307,97225.93907814905,-14157.747187621582,-16752.61609013855,-10278.405979751127,-13032.285118545997,-13562.490284810316,-11878.784837997217,-1125.4620690755867,-3859.8355150638267,2520.7777054532903,0.0,0.0,0.0,82356.87330736502
69,2023-11-13,96488.10683076314,74312.83620489357,88124.88582100805,94003.92258456067,97164.64503916504,-16445.73756582046,-19566.183817091343,-11843.64522284084,-14263.566029382044,-14925.124192069354,-13786.642476903426,-2182.1715364384154,-5092.05298515225,2002.6171855336731,0.0,0.0,0.0,80042.36926494268
70,2023-11-14,96462.65990532913,87218.52933679911,95955.10026230887,94024.78813002449,97119.8121946741,-2937.825527412323,-7259.029046357841,761.8940341988558,280.34714922135515,-885.8599607980949,1275.7825197235577,-3218.1726766336783,-6437.517148989812,1481.9164905906619,0.0,0.0,0.0,93524.8343779168
71,2023-11-15,96437.21297989512,90179.3906077589,110046.27515989482,93984.82535454388,97074.97935018316,2183.8794132498065,-599.2062661126072,6589.584072125082,6390.849398974216,5539.493128329643,7650.779315073291,-4206.9699857244095,-7668.244405643463,973.2903556062092,0.0,0.0,0.0,98621.09239314492
72,2023-11-16,96411.76605446111,91861.53219804115,106348.996948965,93944.57998965975,97030.14650569222,4825.573784117716,373.466569737619,8146.2860919174345,9947.752745953365,8585.419792822715,10830.477925219218,-5122.17896183565,-8759.732512275852,143.80348115038373,0.0,0.0,0.0,101237.33983857883
73,2023-11-17,96386.31912902712,86142.9672505447,102280.88919769255,93904.33462477563,96985.31366120127,-1901.6845612645745,-5129.897545263613,4121.819971092174,4036.5558993112363,3297.5433512525246,5197.707736173459,-5938.240460575811,-9680.863621583161,-1104.8735939548778,0.0,0.0,0.0,94484.63456776255
74,2023-11-18,96360.8722035931,90315.48199479653,103068.46983046911,93864.08925989148,96940.48081671033,9.20693134651774,-2864.1609354945126,4350.661823476833,6640.3459544997,6106.988684154895,7173.29091662035,-6631.139023153182,-10454.507044747279,-2233.5079795397664,0.0,0.0,0.0,96370.07913493962
75,2023-11-19,96335.4252781591,69025.64076693222,88389.57071673023,93823.84389500736,96895.64797221939,-20211.39025698354,-23764.175675534418,-15926.885708227497,-13032.285118571506,-13562.49028483592,-11878.784838014273,-7179.105138412031,-11043.57263871637,-3150.4737677076396,0.0,0.0,0.0,76124.03502117557
76,2023-11-20,96309.9783527251,69627.39174995177,82273.18394816786,93783.59853012321,96850.81512772845,-21826.847349567142,-26099.612337249324,-17630.575058449092,-14263.566029388434,-14925.124192077865,-13786.642476915074,-7563.281320178711,-11386.486642742484,-3778.796383034162,0.0,0.0,0.0,74483.13100315796
77,2023-11-21,96284.5314272911,82642.88902575363,94995.34301765877,93743.3531652391,96805.9822832375,-7487.985228688345,-11897.352594217808,-2608.527891324372,280.3471492384864,-885.8599607821222,1275.7825197405891,-7768.33237792683,-11466.936214053096,-3638.6506701029352,0.0,0.0,0.0,88796.54619860277
78,2023-11-22,96259.08450185708,89427.57847253347,103090.22123544803,93703.10780035495,96761.14943874656,-1392.1319291923767,-3346.806786728742,1329.4169471465304,6390.849398971086,5539.493128327745,7650.7793150686975,-7782.9813281634615,-11274.63357319129,-3390.151937867634,0.0,0.0,0.0,94866.95257266471
79,2023-11-23,96233.63757642309,90213.54768133514,106631.37621689444,93669.12258447218,96716.31659425562,2347.298730172889,-1765.5595358154337,6546.862059073239,9947.752745944319,8585.419792807706,10830.477925203944,-7600.454015771431,-10805.745795302953,-3146.0622598948235,0.0,0.0,0.0,98580.93630659598
80,2023-11-24,96208.1906509891,83130.33118697863,100754.5832540839,93657.41774663804,96671.48374976468,-3182.261752954297,-5573.212612365908,1776.9945023090027,4036.5558993133322,3297.543351251018,5197.707736181154,-7218.817652267631,-10063.169001933045,-2711.070824383562,0.0,0.0,0.0,93025.9288980348
81,2023-11-25,96182.74372555508,89907.00244977133,103078.63203040017,93645.71290880391,96626.65090527374,-0.8551250499194794,-1655.3608663638047,4039.090144456399,6640.345954489081,6106.98868414286,7173.290916610225,-6641.201079539,-9073.680580245331,-2495.1948455265115,0.0,0.0,0.0,96181.88860050516
82,2023-11-26,96171.11060078892,69904.49659534605,88004.08212116914,93653.9795571102,96614.17345287447,-18908.17268509771,-20880.59184908949,-15496.18878993649,-13032.2851185571,-13562.490284820527,-11878.784838015485,-5875.887566540611,-7832.911896261112,-1929.4903130440678,0.0,0.0,0.0,77262.9379156912
83,2023-11-27,96159.47747602279,66181.20310129019,81995.58538433712,93662.24620541651,96601.69600047523,-19199.840293555288,-21188.81796927951,-14856.852404522459,-14263.566029388388,-14925.124192077272,-13786.642476913461,-4936.274264166899,-6376.396272391558,-1135.298843173942,0.0,0.0,0.0,76959.6371824675
84,2023-11-28,96147.84435125663,86560.61905074681,100313.93841305602,93670.51285372282,96589.21854807598,-3560.348841754835,-6298.309481196736,133.50473009016338,280.3471492316206,-885.8599607821263,1275.7825197369602,-3840.6959909864554,-4732.783012310077,147.3469890561249,0.0,0.0,0.0,92587.4955095018
85,2023-11-29,96136.21122649047,92791.91324250409,107416.623928393,93678.77950202912,96576.74109567673,3778.734696250927,1819.6622100943061,7347.097989120239,6390.849398967954,5539.493128325845,7650.779315064101,-2612.1147027170273,-3320.383837583851,1690.4514616525244,0.0,0.0,0.0,99914.9459227414
86,2023-11-30,96124.57810172431,99032.5755023315,113062.08973278967,93687.04615033542,96564.26364327747,8670.073036629892,7283.31510669723,12681.245613641104,9947.752745935277,8585.419792792702,10830.477925188665,-1277.6797093053854,-1676.9842140831215,2422.613110405245,0.0,0.0,0.0,104794.65113835421
87,2023-12-01,96112.94497695817,94421.28233202422,107408.87858215395,93701.26903323075,96551.78619087822,4168.388558341687,2743.9378081335426,7730.531503464752,4036.5558993081227,3297.5433512431387,5197.707736172903,131.83265903356386,-152.67200106709174,3224.3505327857615,0.0,0.0,0.0,100281.33353529985
88,2023-12-02,96101.31185219203,93901.56821562658,112666.53786227069,93717.0136682759,96539.30873847897,8223.033729909079,7832.414308252802,11610.428455032867,6640.345954510875,6106.988684164035,7173.290916642088,1582.687775398204,957.3504497428894,4330.733507525632,0.0,0.0,0.0,104324.3455821011
89,2023-12-03,96089.67872742587,76936.37020601306,93297.85694426243,93732.75830332105,96526.83128607972,-9993.33063365198,-12214.267974799,-7087.31590743587,-13032.28511858261,-13562.49028484613,-11878.78483803254,3038.9544849306285,2098.8695499442692,5904.773379919086,0.0,0.0,0.0,86096.3480937739
90,2023-12-04,96078.04560265972,79687.02870216541,91555.96911740594,93748.5029383662,96514.35383368046,-9800.224267611793,-10071.699176359794,-7453.590531973632,-14263.566029363952,-14925.124192053701,-13786.64247689461,4463.341761752156,3237.661413496099,7308.671327728587,0.0,0.0,0.0,86277.82133504793
91,2023-12-05,96066.41247789357,94220.7473137886,108364.55468241412,93764.24757341135,96501.87638128121,6098.436888714898,5138.77176430745,8556.795903801052,280.3471492727487,-885.859960750178,1275.7825197746527,5818.089739442148,4486.145110763044,8943.986101398355,0.0,0.0,0.0,102164.84936660847
92,2023-12-06,96054.77935312742,101532.44202725016,117034.14356109413,93779.99220845652,96489.39892888197,13456.742168332672,12089.020436046048,15946.178579481379,6390.849398958437,5539.493128316893,7650.779315051756,7065.892769374235,5784.79479089869,10332.136717892576,0.0,0.0,0.0,109511.52152146009
