,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
23,2023-09-28,97863.78967366123,85545.53746495777,98056.28228781596,94965.33215399772,100681.95296816011,-5493.121893754708,-8636.228709069508,-2511.5091564851846,8683.380987736478,7788.980586802546,9413.456337800963,-14176.502881491186,-17193.433360734478,-10924.849610438887,0.0,0.0,0.0,92370.66777990652
24,2023-09-29,97794.26907966366,82715.24838378718,94029.104928032,94910.72704458158,100570.93852501285,-9917.390425195174,-12967.523101120907,-6669.169804714153,3800.7001226201564,3170.592714763082,4522.986251148632,-13718.090547815329,-16775.019609427894,-10627.714169730949,0.0,0.0,0.0,87876.87865446848
25,2023-09-30,97724.74848566609,81906.76866854756,94276.14371634579,94919.91950611386,100459.92408186561,-7347.551626610803,-10111.646322358101,-4346.5267291766595,5925.685808280933,5240.031374413393,6602.8703736257285,-13273.237434891736,-16092.865580837512,-10235.576106068287,0.0,0.0,0.0,90377.19685905529
26,2023-10-01,97655.22789166853,66282.15123147644,79891.020235794,94938.3312866702,100348.90963871835,-24038.212865056503,-27003.173240236894,-20798.78485032427,-11188.151764817674,-11970.757145719586,-10370.064995165481,-12850.061100238834,-15507.583941656927,-9812.704944633153,0.0,0.0,0.0,73617.01502661203
27,2023-10-02,97585.70729767096,65533.06468171788,78878.98766597224,94958.43891954188,100237.8951955711,-25185.95903778078,-28560.64616118848,-22172.359268275926,-12731.200400314823,-13656.483182765445,-11725.328452105685,-12454.75863746596,-15156.268017582324,-9291.655363272752,0.0,0.0,0.0,72399.74825989018
28,2023-10-03,97516.1867036734,79349.07342124911,92900.9627111077,94978.54655241358,100126.88075242382,-11676.895089456813,-14772.259283532054,-8699.396183622865,414.55036564983703,-317.43535282863917,1137.66576940647,-12091.445455106648,-14756.372348793664,-9102.912632959546,0.0,0.0,0.0,85839.29161421659
29,2023-10-04,97446.66610967585,85328.00345228676,97226.10948224204,94998.65418528527,100015.86630927656,-6667.036722915926,-9463.544273053358,-3467.2726146415516,5095.034880828112,4392.123417747527,5971.91719307699,-11762.07160374404,-14613.545337406904,-8617.49231516136,0.0,0.0,0.0,90779.62938675992
30,2023-10-05,97377.14551567828,87264.4802981204,100177.24122391743,94926.90616419574,99894.35908908333,-2783.0374425763357,-5621.951908133037,158.77496451544386,8683.380987737186,7788.980586803677,9413.456337801214,-11466.41843031352,-14392.158571817152,-8585.92210167737,0.0,0.0,0.0,94594.10807310195
31,2023-10-06,97307.6249216807,83518.57521610214,96736.68340826604,94863.09832562631,99768.48189334632,-7401.475538705703,-10441.122766038246,-4331.536371855011,3800.700122619149,3170.592714764148,4522.986251147913,-11202.17566132485,-14204.99267129069,-8375.400864114945,0.0,0.0,0.0,89906.149382975
32,2023-10-07,97238.10432768315,87073.3053376368,100568.74434124166,94805.64177211329,99642.6046976093,-5039.410516712685,-7832.0286629189095,-2195.4364146071016,5925.685808282886,5240.031374417863,6602.870373623479,-10965.09632499557,-14058.44129912522,-8096.59629967759,0.0,0.0,0.0,92198.69381097046
